難度,掉落池ID,群組ID,掉落池備註,抽取次數,先抽稀有度,忽略難度,普通物品BP,遺物BP,None有效權重,None比例,Normal有效權重,Normal比例,Rare有效權重,Rare比例,Elite有效權重,Elite比例,Epic有效權重,Epic比例,Legend有效權重,Legend比例,Unique有效權重,Unique比例
Hard,211402,211400,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211402,211400,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211500,211500,챕2 - 봉인된 장신구함,3,TRUE,FALSE,9000,750,0,0.00%,0,0.00%,8000,90.65%,425,4.82%,400,4.53%,0,0.00%,0,0.00%
Normal,211500,211500,챕2 - 봉인된 장신구함,3,TRUE,FALSE,9000,750,0,0.00%,0,0.00%,8000,88.89%,500,5.56%,500,5.56%,0,0.00%,0,0.00%
Hard,211500,211500,챕2 - 봉인된 장신구함,3,TRUE,FALSE,9000,750,0,0.00%,0,0.00%,8000,84.43%,800,8.44%,675,7.12%,0,0.00%,0,0.00%
Insane,211500,211500,챕2 - 봉인된 장신구함,3,TRUE,FALSE,9000,750,0,0.00%,0,0.00%,8000,73.23%,1575,14.42%,1350,12.36%,0,0.00%,0,0.00%
Easy,211501,211500,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211501,211500,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211501,211500,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211501,211500,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211502,211500,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211502,211500,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211502,211500,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211502,211500,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211600,211600,챕2 - 의식용 상자,3,TRUE,FALSE,9000,750,0,0.00%,0,0.00%,8000,90.65%,425,4.82%,400,4.53%,0,0.00%,0,0.00%
Normal,211600,211600,챕2 - 의식용 상자,3,TRUE,FALSE,9000,750,0,0.00%,0,0.00%,8000,88.89%,500,5.56%,500,5.56%,0,0.00%,0,0.00%
Hard,211600,211600,챕2 - 의식용 상자,3,TRUE,FALSE,9000,750,0,0.00%,0,0.00%,8000,84.43%,800,8.44%,675,7.12%,0,0.00%,0,0.00%
Insane,211600,211600,챕2 - 의식용 상자,3,TRUE,FALSE,9000,750,0,0.00%,0,0.00%,8000,73.23%,1575,14.42%,1350,12.36%,0,0.00%,0,0.00%
Easy,211601,211600,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211601,211600,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211601,211600,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211601,211600,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211602,211600,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211602,211600,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211602,211600,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211602,211600,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211700,211700,챕2 - 캐비닛,3,TRUE,FALSE,9000,350,0,0.00%,4000,45.27%,4000,45.27%,595,6.73%,240,2.72%,0,0.00%,0,0.00%
Normal,211700,211700,챕2 - 캐비닛,3,TRUE,FALSE,9000,350,0,0.00%,4000,44.44%,4000,44.44%,700,7.78%,300,3.33%,0,0.00%,0,0.00%
Hard,211700,211700,챕2 - 캐비닛,3,TRUE,FALSE,9000,350,0,0.00%,4000,41.99%,4000,41.99%,1120,11.76%,405,4.25%,0,0.00%,0,0.00%
Insane,211700,211700,챕2 - 캐비닛,3,TRUE,FALSE,9000,350,0,0.00%,4000,36.31%,4000,36.31%,2205,20.02%,810,7.35%,0,0.00%,0,0.00%
Easy,211701,211700,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211701,211700,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211701,211700,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211701,211700,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211702,211700,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211702,211700,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211702,211700,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211702,211700,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211800,211800,챕2 - 전기 장비함,3,TRUE,FALSE,8000,250,0,0.00%,5000,63.09%,2500,31.55%,425,5.36%,0,0.00%,0,0.00%,0,0.00%
Normal,211800,211800,챕2 - 전기 장비함,3,TRUE,FALSE,8000,250,0,0.00%,5000,62.50%,2500,31.25%,500,6.25%,0,0.00%,0,0.00%,0,0.00%
Hard,211800,211800,챕2 - 전기 장비함,3,TRUE,FALSE,8000,250,0,0.00%,5000,60.24%,2500,30.12%,800,9.64%,0,0.00%,0,0.00%,0,0.00%
Insane,211800,211800,챕2 - 전기 장비함,3,TRUE,FALSE,8000,250,0,0.00%,5000,55.10%,2500,27.55%,1575,17.36%,0,0.00%,0,0.00%,0,0.00%
Easy,211801,211800,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211801,211800,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211801,211800,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211801,211800,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211802,211800,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211802,211800,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211802,211800,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211802,211800,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211900,211900,챕2 - 자판기,3,TRUE,FALSE,9000,0,0,0.00%,5000,56.50%,3000,33.90%,850,9.60%,0,0.00%,0,0.00%,0,0.00%
Normal,211900,211900,챕2 - 자판기,3,TRUE,FALSE,9000,0,0,0.00%,5000,55.56%,3000,33.33%,1000,11.11%,0,0.00%,0,0.00%,0,0.00%
Hard,211900,211900,챕2 - 자판기,3,TRUE,FALSE,9000,0,0,0.00%,5000,52.08%,3000,31.25%,1600,16.67%,0,0.00%,0,0.00%,0,0.00%
Insane,211900,211900,챕2 - 자판기,3,TRUE,FALSE,9000,0,0,0.00%,5000,44.84%,3000,26.91%,3150,28.25%,0,0.00%,0,0.00%,0,0.00%
Easy,211901,211900,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211901,211900,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211901,211900,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211901,211900,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211902,211900,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211902,211900,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211902,211900,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211902,211900,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,212000,212000,챕2 - 수상한 틈,5,TRUE,FALSE,9000,750,0,0.00%,4000,45.27%,4000,45.27%,595,6.73%,240,2.72%,0,0.00%,0,0.00%
Normal,212000,212000,챕2 - 수상한 틈,5,TRUE,FALSE,9000,750,0,0.00%,4000,44.44%,4000,44.44%,700,7.78%,300,3.33%,0,0.00%,0,0.00%
Hard,212000,212000,챕2 - 수상한 틈,5,TRUE,FALSE,9000,750,0,0.00%,4000,41.99%,4000,41.99%,1120,11.76%,405,4.25%,0,0.00%,0,0.00%
Insane,212000,212000,챕2 - 수상한 틈,5,TRUE,FALSE,9000,750,0,0.00%,4000,36.31%,4000,36.31%,2205,20.02%,810,7.35%,0,0.00%,0,0.00%
Easy,212001,212000,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,212001,212000,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,212001,212000,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,212001,212000,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,212002,212000,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,212002,212000,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,212002,212000,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,212002,212000,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,212003,212000,챕2 박스 (수상한 틈) - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,212003,212000,챕2 박스 (수상한 틈) - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,212003,212000,챕2 박스 (수상한 틈) - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,212003,212000,챕2 박스 (수상한 틈) - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,212100,212100,챕2 - 저주받은 결계함,3,TRUE,FALSE,9000,750,0,0.00%,3000,33.96%,5000,56.59%,595,6.73%,240,2.72%,0,0.00%,0,0.00%
Normal,212100,212100,챕2 - 저주받은 결계함,3,TRUE,FALSE,9000,750,0,0.00%,3000,33.33%,5000,55.56%,700,7.78%,300,3.33%,0,0.00%,0,0.00%
Hard,212100,212100,챕2 - 저주받은 결계함,3,TRUE,FALSE,9000,750,0,0.00%,3000,31.50%,5000,52.49%,1120,11.76%,405,4.25%,0,0.00%,0,0.00%
Insane,212100,212100,챕2 - 저주받은 결계함,3,TRUE,FALSE,9000,750,0,0.00%,3000,27.24%,5000,45.39%,2205,20.02%,810,7.35%,0,0.00%,0,0.00%
Easy,212101,212100,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,212101,212100,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,212101,212100,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,212101,212100,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,212102,212100,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,212102,212100,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,212102,212100,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,212102,212100,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,212200,212200,챕2 - 잡동사니 박스,4,TRUE,FALSE,8000,250,0,0.00%,5000,63.09%,2500,31.55%,425,5.36%,0,0.00%,0,0.00%,0,0.00%
Normal,212200,212200,챕2 - 잡동사니 박스,4,TRUE,FALSE,8000,250,0,0.00%,5000,62.50%,2500,31.25%,500,6.25%,0,0.00%,0,0.00%,0,0.00%
Hard,212200,212200,챕2 - 잡동사니 박스,4,TRUE,FALSE,8000,250,0,0.00%,5000,60.24%,2500,30.12%,800,9.64%,0,0.00%,0,0.00%,0,0.00%
Insane,212200,212200,챕2 - 잡동사니 박스,4,TRUE,FALSE,8000,250,0,0.00%,5000,55.10%,2500,27.55%,1575,17.36%,0,0.00%,0,0.00%,0,0.00%
Easy,212201,212200,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,212201,212200,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,212201,212200,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,212201,212200,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,212202,212200,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,212202,212200,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,212202,212200,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,212202,212200,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,212300,212300,챕2 - 특별 의뢰품 상자 1,2,TRUE,FALSE,9000,0,0,0.00%,0,0.00%,8000,90.55%,595,6.73%,240,2.72%,0,0.00%,0,0.00%
Normal,212300,212300,챕2 - 특별 의뢰품 상자 1,2,TRUE,FALSE,9000,0,0,0.00%,0,0.00%,8000,88.89%,700,7.78%,300,3.33%,0,0.00%,0,0.00%
Hard,212300,212300,챕2 - 특별 의뢰품 상자 1,2,TRUE,FALSE,9000,0,0,0.00%,0,0.00%,8000,83.99%,1120,11.76%,405,4.25%,0,0.00%,0,0.00%
Insane,212300,212300,챕2 - 특별 의뢰품 상자 1,2,TRUE,FALSE,9000,0,0,0.00%,0,0.00%,8000,72.63%,2205,20.02%,810,7.35%,0,0.00%,0,0.00%
Easy,212301,212300,챕2 - 특별 의뢰품 상자 1 (퀘템),1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,212301,212300,챕2 - 특별 의뢰품 상자 1 (퀘템),1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,212301,212300,챕2 - 특별 의뢰품 상자 1 (퀘템),1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,212301,212300,챕2 - 특별 의뢰품 상자 1 (퀘템),1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,212400,212400,챕2 - 특별 의뢰품 상자 2,2,TRUE,FALSE,9000,0,0,0.00%,0,0.00%,8000,90.55%,595,6.73%,240,2.72%,0,0.00%,0,0.00%
Normal,212400,212400,챕2 - 특별 의뢰품 상자 2,2,TRUE,FALSE,9000,0,0,0.00%,0,0.00%,8000,88.89%,700,7.78%,300,3.33%,0,0.00%,0,0.00%
Hard,212400,212400,챕2 - 특별 의뢰품 상자 2,2,TRUE,FALSE,9000,0,0,0.00%,0,0.00%,8000,83.99%,1120,11.76%,405,4.25%,0,0.00%,0,0.00%
Insane,212400,212400,챕2 - 특별 의뢰품 상자 2,2,TRUE,FALSE,9000,0,0,0.00%,0,0.00%,8000,72.63%,2205,20.02%,810,7.35%,0,0.00%,0,0.00%
Easy,212401,212400,챕2 - 특별 의뢰품 상자 2 (퀘템),1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,212401,212400,챕2 - 특별 의뢰품 상자 2 (퀘템),1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,212401,212400,챕2 - 특별 의뢰품 상자 2 (퀘템),1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,212401,212400,챕2 - 특별 의뢰품 상자 2 (퀘템),1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,221000,221000,챕2 괴이 몬스터 (노멀),2,TRUE,FALSE,5000,0,0,0.00%,2000,40.61%,2500,50.76%,425,8.63%,0,0.00%,0,0.00%,0,0.00%
Normal,221000,221000,챕2 괴이 몬스터 (노멀),2,TRUE,FALSE,5000,0,0,0.00%,2000,40.00%,2500,50.00%,500,10.00%,0,0.00%,0,0.00%,0,0.00%
Hard,221000,221000,챕2 괴이 몬스터 (노멀),2,TRUE,FALSE,5000,0,0,0.00%,2000,37.74%,2500,47.17%,800,15.09%,0,0.00%,0,0.00%,0,0.00%
Insane,221000,221000,챕2 괴이 몬스터 (노멀),2,TRUE,FALSE,5000,0,0,0.00%,2000,32.92%,2500,41.15%,1575,25.93%,0,0.00%,0,0.00%,0,0.00%
Easy,221200,221200,챕2 괴이 몬스터 (엘리트),3,TRUE,FALSE,7000,750,0,0.00%,2000,29.96%,3000,44.94%,1275,19.10%,400,5.99%,0,0.00%,0,0.00%
Normal,221200,221200,챕2 괴이 몬스터 (엘리트),3,TRUE,FALSE,7000,750,0,0.00%,2000,28.57%,3000,42.86%,1500,21.43%,500,7.14%,0,0.00%,0,0.00%
Hard,221200,221200,챕2 괴이 몬스터 (엘리트),3,TRUE,FALSE,7000,750,0,0.00%,2000,24.77%,3000,37.15%,2400,29.72%,675,8.36%,0,0.00%,0,0.00%
Insane,221200,221200,챕2 괴이 몬스터 (엘리트),3,TRUE,FALSE,7000,750,0,0.00%,2000,18.06%,3000,27.09%,4725,42.66%,1350,12.19%,0,0.00%,0,0.00%
Easy,221300,221300,챕2 소방수 몬스터 (노멀),2,TRUE,FALSE,5000,0,0,0.00%,2000,40.61%,2500,50.76%,425,8.63%,0,0.00%,0,0.00%,0,0.00%
Normal,221300,221300,챕2 소방수 몬스터 (노멀),2,TRUE,FALSE,5000,0,0,0.00%,2000,40.00%,2500,50.00%,500,10.00%,0,0.00%,0,0.00%,0,0.00%
Hard,221300,221300,챕2 소방수 몬스터 (노멀),2,TRUE,FALSE,5000,0,0,0.00%,2000,37.74%,2500,47.17%,800,15.09%,0,0.00%,0,0.00%,0,0.00%
Insane,221300,221300,챕2 소방수 몬스터 (노멀),2,TRUE,FALSE,5000,0,0,0.00%,2000,32.92%,2500,41.15%,1575,25.93%,0,0.00%,0,0.00%,0,0.00%
Easy,221600,221600,챕2 기계 몬스터 (노멀),2,TRUE,FALSE,5000,0,0,0.00%,2000,40.61%,2500,50.76%,425,8.63%,0,0.00%,0,0.00%,0,0.00%
Normal,221600,221600,챕2 기계 몬스터 (노멀),2,TRUE,FALSE,5000,0,0,0.00%,2000,40.00%,2500,50.00%,500,10.00%,0,0.00%,0,0.00%,0,0.00%
Hard,221600,221600,챕2 기계 몬스터 (노멀),2,TRUE,FALSE,5000,0,0,0.00%,2000,37.74%,2500,47.17%,800,15.09%,0,0.00%,0,0.00%,0,0.00%
Insane,221600,221600,챕2 기계 몬스터 (노멀),2,TRUE,FALSE,5000,0,0,0.00%,2000,32.92%,2500,41.15%,1575,25.93%,0,0.00%,0,0.00%,0,0.00%
Easy,221900,221900,챕2 기계 몬스터 (엘리트),2,TRUE,FALSE,7000,750,0,0.00%,2000,29.96%,3000,44.94%,1275,19.10%,400,5.99%,0,0.00%,0,0.00%
Normal,221900,221900,챕2 기계 몬스터 (엘리트),2,TRUE,FALSE,7000,750,0,0.00%,2000,28.57%,3000,42.86%,1500,21.43%,500,7.14%,0,0.00%,0,0.00%
Hard,221900,221900,챕2 기계 몬스터 (엘리트),2,TRUE,FALSE,7000,750,0,0.00%,2000,24.77%,3000,37.15%,2400,29.72%,675,8.36%,0,0.00%,0,0.00%
Insane,221900,221900,챕2 기계 몬스터 (엘리트),2,TRUE,FALSE,7000,750,0,0.00%,2000,18.06%,3000,27.09%,4725,42.66%,1350,12.19%,0,0.00%,0,0.00%
Easy,222000,222000,챕2 순찰 유령 (엘리트),3,TRUE,FALSE,7000,750,0,0.00%,2000,29.96%,3000,44.94%,1275,19.10%,400,5.99%,0,0.00%,0,0.00%
Normal,222000,222000,챕2 순찰 유령 (엘리트),3,TRUE,FALSE,7000,750,0,0.00%,2000,28.57%,3000,42.86%,1500,21.43%,500,7.14%,0,0.00%,0,0.00%
Hard,222000,222000,챕2 순찰 유령 (엘리트),3,TRUE,FALSE,7000,750,0,0.00%,2000,24.77%,3000,37.15%,2400,29.72%,675,8.36%,0,0.00%,0,0.00%
Insane,222000,222000,챕2 순찰 유령 (엘리트),3,TRUE,FALSE,7000,750,0,0.00%,2000,18.06%,3000,27.09%,4725,42.66%,1350,12.19%,0,0.00%,0,0.00%
