難度,怪物ID,怪物名稱,怪物原名,怪物類型,怪物類型原值,怪物分類,怪物分類原值,HP,攻擊,防禦,難度HP倍率%,難度攻擊倍率%,難度防禦倍率%,基礎HP,基礎攻擊,基礎防禦,火抗性%,水抗性%,風抗性%,建議屬性,弱點說明,抗性說明,掉落池ID,掉落池名稱,掉落ID來源,出現設定ID,出現機率,移動速度,攻擊速度,視野距離,背後視野距離,主動技能ID,被動技能ID
Easy,200002,邪教修女,사도,普通,Normal,人類(Human),Human,630,112.75,50.7,70,55,65,900,205,78,0,0,-25,風,風 -25%,無明顯抗性,121500,챕1 일반 몬스터 (교단),121500:MonsterSpawn,20010302,3000,2,1,3.5,1.4,20000100|20000102,
Easy,210002,邪教修女,사도,普通,Normal,人類(Human),Human,630,112.75,50.7,70,55,65,900,205,78,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.3,1,3.5,2.5,20000100|20000102,
Easy,220002,邪教修女,사도(퀘),普通,Normal,人類(Human),Human,630,112.75,50.7,70,55,65,900,205,78,0,0,-25,風,風 -25%,無明顯抗性,,,,,,2,1,3.5,1.4,20000101,
Easy,240002,邪教修女,사도,普通,Normal,人類(Human),Human,315,84.7,50.7,70,55,65,450,154,78,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.3,1,3.5,2.5,20000103|20000102,
Hard,200002,邪教修女,사도,普通,Normal,人類(Human),Human,1350,235.75,74.1,150,115,95,900,205,78,0,0,-25,風,風 -25%,無明顯抗性,121500,챕1 일반 몬스터 (교단),121500:MonsterSpawn,20010302,3000,2,1,3.5,1.4,20000100|20000102,
Hard,210002,邪教修女,사도,普通,Normal,人類(Human),Human,1350,235.75,74.1,150,115,95,900,205,78,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.3,1,3.5,2.5,20000100|20000102,
Hard,220002,邪教修女,사도(퀘),普通,Normal,人類(Human),Human,1350,235.75,74.1,150,115,95,900,205,78,0,0,-25,風,風 -25%,無明顯抗性,,,,,,2,1,3.5,1.4,20000101,
Hard,240002,邪教修女,사도,普通,Normal,人類(Human),Human,675,177.1,74.1,150,115,95,450,154,78,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.3,1,3.5,2.5,20000103|20000102,
Insane,200002,邪教修女,사도,普通,Normal,人類(Human),Human,2160,266.5,81.9,240,130,105,900,205,78,0,0,-25,風,風 -25%,無明顯抗性,121500,챕1 일반 몬스터 (교단),121500:MonsterSpawn,20010302,3000,2,1,3.5,1.4,20000100|20000102,
Insane,210002,邪教修女,사도,普通,Normal,人類(Human),Human,2160,266.5,81.9,240,130,105,900,205,78,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.3,1,3.5,2.5,20000100|20000102,
Insane,220002,邪教修女,사도(퀘),普通,Normal,人類(Human),Human,2160,266.5,81.9,240,130,105,900,205,78,0,0,-25,風,風 -25%,無明顯抗性,,,,,,2,1,3.5,1.4,20000101,
Insane,240002,邪教修女,사도,普通,Normal,人類(Human),Human,1080,200.2,81.9,240,130,105,450,154,78,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.3,1,3.5,2.5,20000103|20000102,
Normal,200002,邪教修女,사도,普通,Normal,人類(Human),Human,765,174.25,66.3,85,85,85,900,205,78,0,0,-25,風,風 -25%,無明顯抗性,121500,챕1 일반 몬스터 (교단),121500:MonsterSpawn,20010302,3000,2,1,3.5,1.4,20000100|20000102,
Normal,210002,邪教修女,사도,普通,Normal,人類(Human),Human,765,174.25,66.3,85,85,85,900,205,78,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.3,1,3.5,2.5,20000100|20000102,
Normal,220002,邪教修女,사도(퀘),普通,Normal,人類(Human),Human,765,174.25,66.3,85,85,85,900,205,78,0,0,-25,風,風 -25%,無明顯抗性,,,,,,2,1,3.5,1.4,20000101,
Normal,240002,邪教修女,사도,普通,Normal,人類(Human),Human,382.5,130.9,66.3,85,85,85,450,154,78,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.3,1,3.5,2.5,20000103|20000102,
Easy,200008,邪教戰鬥祭司,고위사도,普通,Normal,異界(Eldritch),Eldritch,1435,130.35,61.1,70,55,65,2050,237,94,0,0,-25,風,風 -25%,無明顯抗性,121800,챕1 엘리트 몬스터 (교단),121800:MonsterSpawn,20020301 / 20000403,1000 / 1000,1.2,1,3.5,1.6,20000500|20000501|20000502,40010004
Easy,210008,邪教戰鬥祭司,고위사도,普通,Normal,異界(Eldritch),Eldritch,1435,130.35,61.1,70,55,65,2050,237,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.8,1,3.5,2.5,20000500|20000501|20000502,40010004
Easy,220008,邪教戰鬥祭司,고위사도(퀘),普通,Normal,異界(Eldritch),Eldritch,1435,130.35,61.1,70,55,65,2050,237,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.2,1,3.5,1.6,20000500|20000501|20000502,40010004
Easy,240008,邪教戰鬥祭司,고위사도,普通,Normal,異界(Eldritch),Eldritch,717.5,97.9,61.1,70,55,65,1025,178,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.8,1,3.5,2.5,20000500|20000501|20000502,40010004
Hard,200008,邪教戰鬥祭司,고위사도,普通,Normal,異界(Eldritch),Eldritch,3075,272.55,89.3,150,115,95,2050,237,94,0,0,-25,風,風 -25%,無明顯抗性,121800,챕1 엘리트 몬스터 (교단),121800:MonsterSpawn,20020301 / 20000403,1000 / 1000,1.2,1,3.5,1.6,20000500|20000501|20000502,40010004
Hard,210008,邪教戰鬥祭司,고위사도,普通,Normal,異界(Eldritch),Eldritch,3075,272.55,89.3,150,115,95,2050,237,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.8,1,3.5,2.5,20000500|20000501|20000502,40010004
Hard,220008,邪教戰鬥祭司,고위사도(퀘),普通,Normal,異界(Eldritch),Eldritch,3075,272.55,89.3,150,115,95,2050,237,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.2,1,3.5,1.6,20000500|20000501|20000502,40010004
Hard,240008,邪教戰鬥祭司,고위사도,普通,Normal,異界(Eldritch),Eldritch,1537.5,204.7,89.3,150,115,95,1025,178,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.8,1,3.5,2.5,20000500|20000501|20000502,40010004
Insane,200008,邪教戰鬥祭司,고위사도,普通,Normal,異界(Eldritch),Eldritch,4920,308.1,98.7,240,130,105,2050,237,94,0,0,-25,風,風 -25%,無明顯抗性,121800,챕1 엘리트 몬스터 (교단),121800:MonsterSpawn,20020301 / 20000403,1000 / 1000,1.2,1,3.5,1.6,20000500|20000501|20000502,40010004
Insane,210008,邪教戰鬥祭司,고위사도,普通,Normal,異界(Eldritch),Eldritch,4920,308.1,98.7,240,130,105,2050,237,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.8,1,3.5,2.5,20000500|20000501|20000502,40010004
Insane,220008,邪教戰鬥祭司,고위사도(퀘),普通,Normal,異界(Eldritch),Eldritch,4920,308.1,98.7,240,130,105,2050,237,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.2,1,3.5,1.6,20000500|20000501|20000502,40010004
Insane,240008,邪教戰鬥祭司,고위사도,普通,Normal,異界(Eldritch),Eldritch,2460,231.4,98.7,240,130,105,1025,178,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.8,1,3.5,2.5,20000500|20000501|20000502,40010004
Normal,200008,邪教戰鬥祭司,고위사도,普通,Normal,異界(Eldritch),Eldritch,1742.5,201.45,79.9,85,85,85,2050,237,94,0,0,-25,風,風 -25%,無明顯抗性,121800,챕1 엘리트 몬스터 (교단),121800:MonsterSpawn,20020301 / 20000403,1000 / 1000,1.2,1,3.5,1.6,20000500|20000501|20000502,40010004
Normal,210008,邪教戰鬥祭司,고위사도,普通,Normal,異界(Eldritch),Eldritch,1742.5,201.45,79.9,85,85,85,2050,237,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.8,1,3.5,2.5,20000500|20000501|20000502,40010004
Normal,220008,邪教戰鬥祭司,고위사도(퀘),普通,Normal,異界(Eldritch),Eldritch,1742.5,201.45,79.9,85,85,85,2050,237,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.2,1,3.5,1.6,20000500|20000501|20000502,40010004
Normal,240008,邪教戰鬥祭司,고위사도,普通,Normal,異界(Eldritch),Eldritch,871.25,151.3,79.9,85,85,85,1025,178,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.8,1,3.5,2.5,20000500|20000501|20000502,40010004
Easy,220009,佳映的恐懼,가영(그림자) (튜토),普通,Normal,幻象(Phantasm),Phantasm,518,35.75,50.7,70,55,65,740,65,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.7,1,30,30,29000005,
Easy,900004,佳映的恐懼,가영(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,1155,115.5,50.7,70,55,65,1650,210,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.5,1,30,30,29000005,
Hard,220009,佳映的恐懼,가영(그림자) (튜토),普通,Normal,幻象(Phantasm),Phantasm,1110,74.75,74.1,150,115,95,740,65,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.7,1,30,30,29000005,
Hard,900004,佳映的恐懼,가영(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,2475,241.5,74.1,150,115,95,1650,210,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.5,1,30,30,29000005,
Insane,220009,佳映的恐懼,가영(그림자) (튜토),普通,Normal,幻象(Phantasm),Phantasm,1776,84.5,81.9,240,130,105,740,65,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.7,1,30,30,29000005,
Insane,900004,佳映的恐懼,가영(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,3960,273,81.9,240,130,105,1650,210,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.5,1,30,30,29000005,
Normal,220009,佳映的恐懼,가영(그림자) (튜토),普通,Normal,幻象(Phantasm),Phantasm,629,55.25,66.3,85,85,85,740,65,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.7,1,30,30,29000005,
Normal,900004,佳映的恐懼,가영(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,1402.5,178.5,66.3,85,85,85,1650,210,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.5,1,30,30,29000005,
Easy,300013,受克圖加祝福的佈裡奇,브리쳐 - 페이즈2 (스토리),首領,Boss,人類(Human) / 褻瀆(Blasphemy),Human|Blasphemy,8400,132,81.25,70,55,65,12000,240,125,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.1,1,30,30,21004011|21004012|21004013|21004014|21004015|21004016|21004017|21004019|21004020|21004021|21004022|21004023,21004018
Easy,301013,受克圖加祝福的佈裡奇,브리쳐 - 페이즈2 (2챕터 범용),首領,Boss,人類(Human) / 褻瀆(Blasphemy),Human|Blasphemy,6720,132,81.25,70,55,65,9600,240,125,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.1,1,3.6,2.5,21004011|21004012|21004013|21004014|21004015|21004016|21004017|21004019|21004020|21004021|21004022|21004023,21004018
Hard,300013,受克圖加祝福的佈裡奇,브리쳐 - 페이즈2 (스토리),首領,Boss,人類(Human) / 褻瀆(Blasphemy),Human|Blasphemy,18000,276,118.75,150,115,95,12000,240,125,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.1,1,30,30,21004011|21004012|21004013|21004014|21004015|21004016|21004017|21004019|21004020|21004021|21004022|21004023,21004018
Hard,301013,受克圖加祝福的佈裡奇,브리쳐 - 페이즈2 (2챕터 범용),首領,Boss,人類(Human) / 褻瀆(Blasphemy),Human|Blasphemy,14400,276,118.75,150,115,95,9600,240,125,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.1,1,3.6,2.5,21004011|21004012|21004013|21004014|21004015|21004016|21004017|21004019|21004020|21004021|21004022|21004023,21004018
Insane,300013,受克圖加祝福的佈裡奇,브리쳐 - 페이즈2 (스토리),首領,Boss,人類(Human) / 褻瀆(Blasphemy),Human|Blasphemy,28800,312,131.25,240,130,105,12000,240,125,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.1,1,30,30,21004011|21004012|21004013|21004014|21004015|21004016|21004017|21004019|21004020|21004021|21004022|21004023,21004018
Insane,301013,受克圖加祝福的佈裡奇,브리쳐 - 페이즈2 (2챕터 범용),首領,Boss,人類(Human) / 褻瀆(Blasphemy),Human|Blasphemy,23040,312,131.25,240,130,105,9600,240,125,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.1,1,3.6,2.5,21004011|21004012|21004013|21004014|21004015|21004016|21004017|21004019|21004020|21004021|21004022|21004023,21004018
Normal,300013,受克圖加祝福的佈裡奇,브리쳐 - 페이즈2 (스토리),首領,Boss,人類(Human) / 褻瀆(Blasphemy),Human|Blasphemy,10200,204,106.25,85,85,85,12000,240,125,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.1,1,30,30,21004011|21004012|21004013|21004014|21004015|21004016|21004017|21004019|21004020|21004021|21004022|21004023,21004018
Normal,301013,受克圖加祝福的佈裡奇,브리쳐 - 페이즈2 (2챕터 범용),首領,Boss,人類(Human) / 褻瀆(Blasphemy),Human|Blasphemy,8160,204,106.25,85,85,85,9600,240,125,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.1,1,3.6,2.5,21004011|21004012|21004013|21004014|21004015|21004016|21004017|21004019|21004020|21004021|21004022|21004023,21004018
Easy,310005,尚存活的雷利,아직 살아있는 레일리,小首領,MiniBoss,人類(Human),Human,5775,118.25,70.85,70,55,65,8250,215,109,0,0,0,無,無明顯弱點,無明顯抗性,123500,챕1 미니보스 - 아직 살아있는 레일리,123500:MonsterSpawn,31000501 / 31100202,100 / 100,1.8,1,3.5,1.5,21000400|21000401|21000402|21000403|21000404,
Hard,310005,尚存活的雷利,아직 살아있는 레일리,小首領,MiniBoss,人類(Human),Human,12375,247.25,103.55,150,115,95,8250,215,109,0,0,0,無,無明顯弱點,無明顯抗性,123500,챕1 미니보스 - 아직 살아있는 레일리,123500:MonsterSpawn,31000501 / 31100202,100 / 100,1.8,1,3.5,1.5,21000400|21000401|21000402|21000403|21000404,
Insane,310005,尚存活的雷利,아직 살아있는 레일리,小首領,MiniBoss,人類(Human),Human,19800,279.5,114.45,240,130,105,8250,215,109,0,0,0,無,無明顯弱點,無明顯抗性,123500,챕1 미니보스 - 아직 살아있는 레일리,123500:MonsterSpawn,31000501 / 31100202,100 / 100,1.8,1,3.5,1.5,21000400|21000401|21000402|21000403|21000404,
Normal,310005,尚存活的雷利,아직 살아있는 레일리,小首領,MiniBoss,人類(Human),Human,7012.5,182.75,92.65,85,85,85,8250,215,109,0,0,0,無,無明顯弱點,無明顯抗性,123500,챕1 미니보스 - 아직 살아있는 레일리,123500:MonsterSpawn,31000501 / 31100202,100 / 100,1.8,1,3.5,1.5,21000400|21000401|21000402|21000403|21000404,
Easy,310057,征服者呱呱,정복자 꽥꽥,小首領,MiniBoss,人類(Human),Human,5810,125.4,70.85,70,55,65,8300,228,109,-25,25,0,火,火 -25%,水 +25%,226800,챕2 미니보스 - 정복자 꽥꽥,226800:MonsterSpawn,31005701 / 31200101,100 / 100,1.2,1,3.5,1.6,21000570|21000571|21000572|21000573|21000574|21000575|21000576|21000577|21000578,
Hard,310057,征服者呱呱,정복자 꽥꽥,小首領,MiniBoss,人類(Human),Human,12450,262.2,103.55,150,115,95,8300,228,109,-25,25,0,火,火 -25%,水 +25%,226800,챕2 미니보스 - 정복자 꽥꽥,226800:MonsterSpawn,31005701 / 31200101,100 / 100,1.2,1,3.5,1.6,21000570|21000571|21000572|21000573|21000574|21000575|21000576|21000577|21000578,
Insane,310057,征服者呱呱,정복자 꽥꽥,小首領,MiniBoss,人類(Human),Human,19920,296.4,114.45,240,130,105,8300,228,109,-25,25,0,火,火 -25%,水 +25%,226800,챕2 미니보스 - 정복자 꽥꽥,226800:MonsterSpawn,31005701 / 31200101,100 / 100,1.2,1,3.5,1.6,21000570|21000571|21000572|21000573|21000574|21000575|21000576|21000577|21000578,
Normal,310057,征服者呱呱,정복자 꽥꽥,小首領,MiniBoss,人類(Human),Human,7055,193.8,92.65,85,85,85,8300,228,109,-25,25,0,火,火 -25%,水 +25%,226800,챕2 미니보스 - 정복자 꽥꽥,226800:MonsterSpawn,31005701 / 31200101,100 / 100,1.2,1,3.5,1.6,21000570|21000571|21000572|21000573|21000574|21000575|21000576|21000577|21000578,
Easy,310002,怪物貓琪琪,"괴물 고양이, 키키",小首領,MiniBoss,野獸(Beast),Beast,5600,115.5,70.85,70,55,65,8000,210,109,0,-25,25,水,水 -25%,風 +25%,122500,"챕1 미니보스 - 괴물 고양이, 키키",122500:MonsterSpawn,31000201 / 31100602,100 / 100,1.8,1,3.5,1.5,21000250|21000251|21000252|21000253,
Hard,310002,怪物貓琪琪,"괴물 고양이, 키키",小首領,MiniBoss,野獸(Beast),Beast,12000,241.5,103.55,150,115,95,8000,210,109,0,-25,25,水,水 -25%,風 +25%,122500,"챕1 미니보스 - 괴물 고양이, 키키",122500:MonsterSpawn,31000201 / 31100602,100 / 100,1.8,1,3.5,1.5,21000250|21000251|21000252|21000253,
Insane,310002,怪物貓琪琪,"괴물 고양이, 키키",小首領,MiniBoss,野獸(Beast),Beast,19200,273,114.45,240,130,105,8000,210,109,0,-25,25,水,水 -25%,風 +25%,122500,"챕1 미니보스 - 괴물 고양이, 키키",122500:MonsterSpawn,31000201 / 31100602,100 / 100,1.8,1,3.5,1.5,21000250|21000251|21000252|21000253,
Normal,310002,怪物貓琪琪,"괴물 고양이, 키키",小首領,MiniBoss,野獸(Beast),Beast,6800,178.5,92.65,85,85,85,8000,210,109,0,-25,25,水,水 -25%,風 +25%,122500,"챕1 미니보스 - 괴물 고양이, 키키",122500:MonsterSpawn,31000201 / 31100602,100 / 100,1.8,1,3.5,1.5,21000250|21000251|21000252|21000253,
Easy,200023,斧頭消防員,소방수 - 도끼,普通,Normal,人類(Human),Human,665,114.4,50.7,70,55,65,950,208,78,25,0,0,無,無明顯弱點,火 +25%,221300,챕2 소방수 몬스터 (노멀),221300:MonsterSpawn,20010601,4000,2.1,1,3.5,1.4,20001030|20001031|20001032|20001033,
Easy,210023,斧頭消防員,소방수 - 도끼,普通,Normal,人類(Human),Human,665,114.4,50.7,70,55,65,950,208,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,1.9,1,3.5,2.5,20001030|20001031|20001032|20001033,
Easy,240023,斧頭消防員,소방수 - 도끼,普通,Normal,人類(Human),Human,332.5,85.8,50.7,70,55,65,475,156,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,1.9,1,3.5,2.5,20001030|20001031|20001032|20001033,
Hard,200023,斧頭消防員,소방수 - 도끼,普通,Normal,人類(Human),Human,1425,239.2,74.1,150,115,95,950,208,78,25,0,0,無,無明顯弱點,火 +25%,221300,챕2 소방수 몬스터 (노멀),221300:MonsterSpawn,20010601,4000,2.1,1,3.5,1.4,20001030|20001031|20001032|20001033,
Hard,210023,斧頭消防員,소방수 - 도끼,普通,Normal,人類(Human),Human,1425,239.2,74.1,150,115,95,950,208,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,1.9,1,3.5,2.5,20001030|20001031|20001032|20001033,
Hard,240023,斧頭消防員,소방수 - 도끼,普通,Normal,人類(Human),Human,712.5,179.4,74.1,150,115,95,475,156,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,1.9,1,3.5,2.5,20001030|20001031|20001032|20001033,
Insane,200023,斧頭消防員,소방수 - 도끼,普通,Normal,人類(Human),Human,2280,270.4,81.9,240,130,105,950,208,78,25,0,0,無,無明顯弱點,火 +25%,221300,챕2 소방수 몬스터 (노멀),221300:MonsterSpawn,20010601,4000,2.1,1,3.5,1.4,20001030|20001031|20001032|20001033,
Insane,210023,斧頭消防員,소방수 - 도끼,普通,Normal,人類(Human),Human,2280,270.4,81.9,240,130,105,950,208,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,1.9,1,3.5,2.5,20001030|20001031|20001032|20001033,
Insane,240023,斧頭消防員,소방수 - 도끼,普通,Normal,人類(Human),Human,1140,202.8,81.9,240,130,105,475,156,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,1.9,1,3.5,2.5,20001030|20001031|20001032|20001033,
Normal,200023,斧頭消防員,소방수 - 도끼,普通,Normal,人類(Human),Human,807.5,176.8,66.3,85,85,85,950,208,78,25,0,0,無,無明顯弱點,火 +25%,221300,챕2 소방수 몬스터 (노멀),221300:MonsterSpawn,20010601,4000,2.1,1,3.5,1.4,20001030|20001031|20001032|20001033,
Normal,210023,斧頭消防員,소방수 - 도끼,普通,Normal,人類(Human),Human,807.5,176.8,66.3,85,85,85,950,208,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,1.9,1,3.5,2.5,20001030|20001031|20001032|20001033,
Normal,240023,斧頭消防員,소방수 - 도끼,普通,Normal,人類(Human),Human,403.75,132.6,66.3,85,85,85,475,156,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,1.9,1,3.5,2.5,20001030|20001031|20001032|20001033,
Easy,200005,玩偶面具,인형탈,普通,Normal,幻象(Phantasm),Phantasm,819,119.35,50.7,70,55,65,1170,217,78,0,-25,0,水,水 -25%,無明顯抗性,121300,챕1 일반 몬스터 (야생),121300:MonsterSpawn,20010102,3000,0.9,1,3.5,1.4,20000300|20000301|20000050|20000302,
Easy,210005,玩偶面具,인형탈,普通,Normal,幻象(Phantasm),Phantasm,819,119.35,50.7,70,55,65,1170,217,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.2,1,3.5,2.5,20000300|20000301|20000050|20000302,
Easy,220005,玩偶面具,인형탈,普通,Normal,幻象(Phantasm),Phantasm,819,119.35,50.7,70,55,65,1170,217,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,0.9,1,3.5,1.4,20000300|20000301|20000050|20000302,
Easy,240005,玩偶面具,인형탈,普通,Normal,幻象(Phantasm),Phantasm,409.5,89.65,50.7,70,55,65,585,163,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.2,1,3.5,2.5,20000300|20000301|20000050|20000302,
Hard,200005,玩偶面具,인형탈,普通,Normal,幻象(Phantasm),Phantasm,1755,249.55,74.1,150,115,95,1170,217,78,0,-25,0,水,水 -25%,無明顯抗性,121300,챕1 일반 몬스터 (야생),121300:MonsterSpawn,20010102,3000,0.9,1,3.5,1.4,20000300|20000301|20000050|20000302,
Hard,210005,玩偶面具,인형탈,普通,Normal,幻象(Phantasm),Phantasm,1755,249.55,74.1,150,115,95,1170,217,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.2,1,3.5,2.5,20000300|20000301|20000050|20000302,
Hard,220005,玩偶面具,인형탈,普通,Normal,幻象(Phantasm),Phantasm,1755,249.55,74.1,150,115,95,1170,217,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,0.9,1,3.5,1.4,20000300|20000301|20000050|20000302,
Hard,240005,玩偶面具,인형탈,普通,Normal,幻象(Phantasm),Phantasm,877.5,187.45,74.1,150,115,95,585,163,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.2,1,3.5,2.5,20000300|20000301|20000050|20000302,
Insane,200005,玩偶面具,인형탈,普通,Normal,幻象(Phantasm),Phantasm,2808,282.1,81.9,240,130,105,1170,217,78,0,-25,0,水,水 -25%,無明顯抗性,121300,챕1 일반 몬스터 (야생),121300:MonsterSpawn,20010102,3000,0.9,1,3.5,1.4,20000300|20000301|20000050|20000302,
Insane,210005,玩偶面具,인형탈,普通,Normal,幻象(Phantasm),Phantasm,2808,282.1,81.9,240,130,105,1170,217,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.2,1,3.5,2.5,20000300|20000301|20000050|20000302,
Insane,220005,玩偶面具,인형탈,普通,Normal,幻象(Phantasm),Phantasm,2808,282.1,81.9,240,130,105,1170,217,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,0.9,1,3.5,1.4,20000300|20000301|20000050|20000302,
